time_s,channel,id,dlc,data
0.000000,B,0x3A2,8,60C672941D80CD70
0.000005,B,0x25D,8,3641012A04F00000
0.000010,B,0x132,6,A08CF2FF1B40
0.000015,B,0x3A3,8,0ED0000058062C0C
0.000020,B,0x409,1,00
0.000508,A,0x052,8,91FF080220142A6B
0.000529,B,0x545,8,010000000010409B
0.000534,B,0x2E8,8,021100000E80E06B
0.001508,A,0x108,8,1F0700020000000D
0.001633,A,0x118,8,FA67320000480000
0.001654,B,0x118,8,FA67320000480000
0.001659,B,0x266,8,0000012200008801
0.001664,B,0x439,8,0000000000382201
0.001669,B,0x257,8,6E441F0002A00F01
0.001674,B,0x1D8,8,2900000000002022
0.002508,A,0x101,8,0100FF7F01405517
0.002633,A,0x111,8,3E0083FF0300572C
0.002758,A,0x155,8,00000000AA036063
0.002779,B,0x1E5,8,02AC0400000020B8
0.002784,B,0x129,8,07281C200020FF3F
0.002789,B,0x798,8,B4296E6FCB0DA0DE
0.003508,A,0x129,8,07281C200020FF3F
0.003633,A,0x175,8,00000000000060D6
0.003754,A,0x211,6,9311710D00F1
0.003775,B,0x261,8,A400D85702400447
0.003780,B,0x3A1,8,E44E00CA006C426A
0.003785,B,0x263,8,D97D8D0EB84F1F1F
0.004508,A,0x261,8,A400D85702400447
0.004633,A,0x103,8,22B34804B23A2132
0.004759,A,0x239,8,0000647D7D7DF070
0.004779,B,0x3A8,8,1200000007000000
0.004784,B,0x211,6,9311710D00F1
0.004789,B,0x3C2,8,2955000000000080
0.004795,B,0x474,5,4B8AFCFF03
0.004800,B,0x400,7,00E0FBBEEFFB00
0.005508,A,0x247,8,06001DFC00400800
0.005633,A,0x24A,8,0000010F1F008000
0.005748,A,0x051,3,7D6B0A
0.005768,B,0x393,8,060015A108201920
0.006501,A,0x39D,5,1950012800
0.006626,A,0x370,8,91FF080320142B6D
0.006751,A,0x3C2,8,2955000000000080
0.006772,B,0x39D,5,1950012800
0.007577,A,0x240,2,B775
0.007598,B,0x448,6,000010100000
0.008508,A,0x257,8,6E441F0002A00F01
0.009403,B,0x2A8,8,029100000E80F0BB
0.010508,A,0x2E8,8,021100000E80E06B
0.010633,A,0x052,8,91FF080220132B6B
0.010748,A,0x031,3,545B02
0.010768,B,0x132,6,9D8CF2FF1E40
0.010774,B,0x372,8,0CE87F550F000000
0.010779,B,0x3DB,8,0302000000800000
0.010784,B,0x43B,8,017F00FF00000000
0.010789,B,0x719,8,166A000000000000
0.010794,B,0x1FA,3,000000
0.011508,A,0x2E1,8,0400008048442612
0.011528,B,0x2E1,8,0400008048442612
0.011533,B,0x118,8,FB68320000480000
0.012508,A,0x108,8,200800020000000D
0.012633,A,0x141,8,2B00CEFF1F00B710
0.012759,A,0x118,8,FB68320000480000
0.012779,B,0x2C1,8,212B0D0A02000000
0.012784,B,0x1D8,8,2900000000004042
0.012790,B,0x20C,8,8F183616BE80180A
0.012795,B,0x266,8,0000012200008801
0.012800,B,0x129,8,52291C200020FF3F
0.012805,B,0x1E5,8,02AC0400000040D8
0.013508,A,0x129,8,52291C200020FF3F
0.013633,A,0x677,8,1810F4A478408902
0.013654,B,0x677,8,1810F4A478408902
0.013659,B,0x243,8,0248011106100000
0.014508,A,0x383,8,60FCFF02000040BA
0.014528,B,0x45A,8,A4C5C5C55F353253
0.015508,A,0x340,8,0200000010000000
0.015622,A,0x051,3,846C0A
0.015642,B,0x340,8,0200000010000000
0.015647,B,0x381,8,2260EEE70A100100
0.016508,A,0x370,8,91FF080320152C6F
0.016528,B,0x234,8,60E103804300B456
0.016533,B,0x428,6,000000100000
0.017403,B,0x379,8,0B0000000000190A
0.017408,B,0x79F,1,3B
0.018508,A,0x2A8,8,029100000E8000CB
0.018528,B,0x4E3,8,01DA060000002829
0.018533,B,0x242,3,551586
0.019508,A,0x261,8,F52421CA9A42101E
0.019529,B,0x261,8,F52421CA9A42101E
0.019534,B,0x441,8,140687003200104C
0.019539,B,0x132,6,A18CF2FF1D40
0.021450,A,0x3FE,8,144000080000005D
0.021571,A,0x488,4,401306E5
0.021608,B,0x20E,2,1101
0.021613,B,0x3AE,8,144000080000005D
0.021618,B,0x6A2,5,0000000000
0.021623,B,0x118,8,FC69320000480000
0.021628,B,0x04F,8,D6BBBBA1830572FC
0.021633,B,0x266,8,0000012200008801
0.021638,B,0x201,8,01043801600381C4
0.021644,B,0x257,8,6F451F0002A00F01
0.022514,A,0x101,8,0A00FE7F0140652F
0.022640,A,0x131,8,0F00FD7FFF7FC500
0.022765,A,0x111,8,400088FF03006743
0.022891,A,0x129,8,8D2A1C200020FF3F
0.022912,B,0x1D8,8,2900000000006062
0.022917,B,0x1E5,8,02AC0400000060F8
0.022922,B,0x3BC,4,00000000
0.022928,B,0x333,5,0410E80700
0.022933,B,0x129,8,8D2A1C200020FF3F
0.022938,B,0x334,8,BF3F1480FC0722EE
0.024144,A,0x141,8,3800DCFF0C00C728
0.024279,A,0x145,8,6247002FA4000200
0.024408,A,0x219,3,0C79A0
0.024446,B,0x3FD,8,000000CE20010380
0.024451,B,0x334,8,BF3F1F80FC073209
0.024460,B,0x3BB,3,140F14
0.024465,B,0x263,8,0200000000000000
0.024471,B,0x139,1,00
0.024476,B,0x2F3,8,10100B0400600002
0.024481,B,0x343,8,009360BEB3008000
0.024486,B,0x78A,8,01000300A7048902
0.025422,B,0x682,8,0000004005079099
0.025433,B,0x360,8,0400000000000000
0.027217,A,0x051,3,C86D0A
0.027349,A,0x370,8,91FF080320152D70
0.027481,A,0x2E1,8,658008004AC8336A
0.027518,B,0x241,7,312C5C0C0B4700
0.027523,B,0x2E1,8,658008004AC8336A
0.028512,A,0x257,8,6F451F0002A00F01
0.028532,B,0x2C4,8,06C8A18CCA881400
0.028537,B,0x204,8,010000FF00000010
0.029403,B,0x142,8,2800026000000100
0.029408,B,0x264,6,2E000000A000
0.029413,B,0x224,8,0408004819011008
0.030503,A,0x2B5,6,14060E0E2201
0.030617,A,0x031,3,E15D02
0.030743,A,0x3C3,8,00000000004540F5
0.030763,B,0x22B,8,FFFFFFFFFFFFFFFF
0.030771,B,0x2B4,6,14060E0E2201
0.030776,B,0x132,6,A58CF3FF1E40
0.030781,B,0x2A4,8,E2EFFEF8CB5F7F4E
0.030786,B,0x3C3,8,00000000004540F5
0.030791,B,0x364,4,0082D41F
0.030796,B,0x37A,8,7BE0010000000000
0.031508,A,0x131,8,0800FF7F0040D5CD
0.031529,B,0x3A4,8,0100000000000000
0.031534,B,0x2C1,8,0205060000D09201
0.031539,B,0x118,8,FD6A320000480000
0.034124,A,0x141,8,3E00D5FFF4FFD71E
0.034273,A,0x118,8,FD6A320000480000
0.034406,A,0x209,8,09C4FFFFFFFFFF3F
0.034445,B,0x1D8,8,2900000000008082
0.034450,B,0x102,8,22B38804964EA109
0.034455,B,0x266,8,0000012200008801
0.034460,B,0x129,8,7C2B1C200020FF3F
0.034465,B,0x1E5,8,02AC040000000098
0.034471,B,0x3A2,8,0100300000D0AA00
0.034476,B,0x3E3,4,04000000
0.034481,B,0x545,8,02001000000050AC
0.034486,B,0x243,8,0300000006400300
0.035532,A,0x261,8,00102500124D20E2
0.035646,A,0x051,3,1C6E0A
0.035669,B,0x261,8,00102500124D20E2
0.035674,B,0x553,8,000000000000A0F8
0.036508,A,0x370,8,91FF080420152E72
0.037404,B,0x2F1,8,0FFBBAAE96633900
0.037409,B,0x221,8,6054551554513117
0.037414,B,0x79F,1,3B
0.038986,A,0x221,8,6054551554513117
0.039025,B,0x359,8,AA3F7111678D0022
0.039030,B,0x122,8,0000129212000000
0.039499,A,0x488,4,401407E7
0.039520,B,0x132,6,9E8CF3FF1F40
0.040499,A,0x031,3,355E02
0.040625,A,0x052,8,91FF080320142E70
0.040648,B,0x118,8,FE6B320000480000
0.041508,A,0x118,8,FE6B320000480000
0.041633,A,0x108,8,230B00020000000D
0.041654,B,0x266,8,0000012200008801
0.041659,B,0x257,8,70461F0002A00F01
0.041664,B,0x108,8,190100020000000D
0.041669,B,0x1D8,8,290000000000A0A2
0.041674,B,0x126,5,01B01D08FD
0.042508,A,0x101,8,0A00FF7F01407540
0.042633,A,0x111,8,360090FF06007754
0.042654,B,0x1E5,8,02AC0400000020B8
0.042659,B,0x128,4,8000DB0A
0.042664,B,0x1D6,8,020804008A845B05
0.042669,B,0x129,8,1C2C1C200020FF3F
0.044314,A,0x155,8,00000000AA038083
0.044660,A,0x129,8,1C2C1C200020FF3F
0.045636,A,0x2B9,8,140050A778BA776F
0.045770,A,0x39D,5,1A51012800
0.046690,A,0x35D,8,0100000000000000
0.046884,A,0x370,8,91FF080320152F72
0.046933,B,0x268,5,0101FD00C3
0.046938,B,0x229,3,4C0800
0.046944,B,0x279,8,A6310D01A4056202
0.046949,B,0x249,4,3A0C0000
0.046954,B,0x2B6,3,003000
0.046960,B,0x2E1,8,1021040012002008
0.046965,B,0x263,8,030000000000004D
0.046971,B,0x2B3,8,AF072964ED0E2003
0.046976,B,0x383,8,95184F000A30A000
0.046982,B,0x395,8,010F134B0000067B
0.046988,B,0x2D2,8,572A1B50C409D514
0.046993,B,0x252,8,B824E14B00FC0F00
0.046999,B,0x212,8,5904000081FF7731
0.047004,B,0x292,8,BE67DFFCF0010000
0.047016,B,0x2F2,2,1201
0.047022,B,0x272,8,0980630000000000
0.047028,B,0x201,8,02D000409E01B839
0.047033,B,0x397,8,000000D81D000008
0.047038,B,0x39D,5,1A51012800
0.047044,B,0x54F,8,1000000000000000
0.047049,B,0x712,8,012AF40D0F0D2C0E
0.048093,A,0x240,2,B977
0.048148,B,0x3B2,8,43000000781A9905
0.048154,B,0x423,7,00000000080000
0.048159,B,0x3F5,8,0000140884040000
0.050180,A,0x3F5,8,0000140884040000
0.057644,A,0x258,8,03000000000480E1
0.057778,A,0x370,8,91FF080420152064
0.058310,A,0x257,8,70461F0002A00F01
0.058359,B,0x132,6,A58CF1FF1B40
0.058363,B,0x113,3,010300
0.058368,B,0x7F4,1,01
0.058380,B,0x261,8,311857001E4B3A71
0.058385,B,0x118,8,FF6C320000480000
0.058390,B,0x2C1,8,0B1FFF0000000000
0.058395,B,0x1D8,8,290000000000C0C2
0.058401,B,0x381,8,03A83D0900C10600
0.058406,B,0x129,8,0E2D1C200020FF3F
0.058411,B,0x266,8,0000012200008801
0.058416,B,0x282,8,447CF10504141324
0.058421,B,0x1E5,8,02AC0400000040D8
0.058426,B,0x39A,8,19FFFDFDFD01000A
0.058431,B,0x2C3,8,0000004B010000CB
0.058437,B,0x243,8,044C31FAFD7F575E
0.058442,B,0x3A1,8,698E39713D0050EE
0.058447,B,0x3C2,8,0055555500005945
0.058452,B,0x40A,8,0100010000005060
0.058457,B,0x3C2,8,0055555500005A45
0.058462,B,0x677,8,018B3C2F0F040000
0.058467,B,0x7D5,8,2B00000000000000
0.058473,B,0x7D5,8,2C00000000000000
0.058478,B,0x7D5,8,3200000000000000
0.058483,B,0x7D7,8,3201000000000000
0.058488,B,0x7FF,8,01A54E435F458500
0.058493,B,0x318,8,1A061A0A121C41CE
0.058498,B,0x458,7,020B4000000000
0.058503,B,0x79F,1,3B
0.059658,A,0x3FE,8,144000080000106D
0.059784,A,0x2E1,8,396D3FB21F291800
0.060009,A,0x488,4,401408E8
0.060029,B,0x219,7,05007C7A787A00
0.060034,B,0x2D1,2,FF01
0.060039,B,0x2E1,8,396D3FB21F291800
0.060044,B,0x132,6,A18CF0FF1840
0.060049,B,0x20E,2,1202
0.060054,B,0x1F8,4,00000000
0.060059,B,0x3AE,8,144000080000106D
0.060497,A,0x031,3,DA5002
0.060622,A,0x052,8,91FF080320142062
0.060642,B,0x719,8,1700000000000000
0.060647,B,0x118,8,006D320000480000
0.061508,A,0x118,8,006D320000480000
0.061634,A,0x108,8,260D00020001000D
0.061654,B,0x266,8,0000012200008801
0.061659,B,0x257,8,71471F0002A00F01
0.061665,B,0x1D8,8,290000000000E0E2
0.061670,B,0x1E5,8,02AC0400000060F8
0.062508,A,0x101,8,0800008001408550
0.062633,A,0x111,8,330090FF0100875C
0.062758,A,0x155,8,00000000AA039093
0.062779,B,0x303,8,1F000000FFFFFFFF
0.062784,B,0x129,8,432E1B200020FF3F
0.063508,A,0x129,8,432E1B200020FF3F
0.063633,A,0x185,8,000000000000941A
0.063758,A,0x175,8,0000000000009006
0.063779,B,0x263,8,04000000C0240000
0.064497,A,0x219,3,0D79A1
0.064517,B,0x45A,8,0108F87F02000003
0.064522,B,0x22A,4,00008916
0.065508,A,0x383,8,60FCFF02000050CA
0.065622,A,0x051,3,BF610A
0.065642,B,0x3A2,8,0227008021000000
0.065647,B,0x797,4,451DA09D
0.065652,B,0x6C8,8,0101000000000000
0.066508,A,0x370,8,91FF080420152165
0.066620,A,0x240,2,BA78
0.066640,B,0x2F9,8,D0FB072800000000
0.066645,B,0x234,8,3530035E7905C09F
0.066650,B,0x545,8,700240B0B21A6BE3
0.067590,A,0x261,8,7230FF07805843F1
0.067715,A,0x257,8,71471F0002A00F01
0.067736,B,0x289,8,B008048290003D0F
0.067741,B,0x261,8,7230FF07805843F1
0.069403,B,0x441,8,4801E7E1600015EF
0.070499,A,0x225,4,55557A0A
0.070624,A,0x052,8,91FF080320142163
0.070749,A,0x448,8,000000000000004B
0.070770,B,0x132,6,9E8CF1FF1740
0.070775,B,0x225,4,55557A0A
0.070780,B,0x33A,8,FD782316FFFFE54C
0.070786,B,0x273,8,81A1100014003012
0.070791,B,0x294,8,14C3400000000000
0.070796,B,0x372,8,0D32000000408B8C
0.070801,B,0x421,7,F0150000002048
0.071508,A,0x3FD,8,0100060021081280
0.071633,A,0x131,8,050000000240158E
0.071654,B,0x3FD,8,0100060021081280
0.071659,B,0x118,8,016E320000480000
0.071664,B,0x1D8,8,2900000000000002
0.072508,A,0x118,8,016E320000480000
0.072633,A,0x108,8,260E00020000000D
0.072653,B,0x201,8,03D00040A6019839
0.072659,B,0x266,8,0000012200008801
0.072664,B,0x2BF,7,05000000140801
0.072669,B,0x129,8,202F1C200020FF3F
0.073508,A,0x129,8,202F1C200020FF3F
0.073529,B,0x1E5,8,02AC040000000098
0.073534,B,0x2C1,8,040010000D111712
0.073539,B,0x3E8,8,0200000000000000
0.073544,B,0x3F6,8,05000014B6140000
0.074508,A,0x209,8,0AC5FFFFFFFFFF3F
0.074529,B,0x243,8,00FCCF0C9E244D29
0.074534,B,0x3F9,8,0100000000000000
0.074539,B,0x443,6,790EFF030000
0.074544,B,0x4E2,8,026B06000000A82D
0.074549,B,0x726,3,060000
0.075403,B,0x789,4,5519B020
0.075408,B,0x7AA,8,460310E770FEA029
0.075413,B,0x2E1,8,0297A702197D0000
0.075418,B,0x709,8,0DCB021541390000
0.076797,A,0x2E1,8,0297A702197D0000
0.076950,A,0x370,8,91FF080320142264
0.077065,A,0x051,3,6B620A
0.077100,B,0x283,6,000000000000
0.077105,B,0x2A7,8,0000000000A00584
0.077405,B,0x79F,1,3B
0.078403,B,0x43A,8,0200000000000000
0.078408,B,0x2A6,8,0000FF1F00000000
0.079523,A,0x259,8,D3C00225CA8CE04B
0.079642,A,0x488,4,401409E9
0.079667,B,0x142,8,0100400A00210000
0.079672,B,0x7A8,8,01000000FFA15816
0.079677,B,0x22B,8,FFFFFFFFFFFFFFFF
0.079682,B,0x132,6,A28CF2FF1D40
0.080496,A,0x031,3,425202
0.080622,A,0x052,8,91FF080220132262
0.080732,A,0x419,1,00
0.080753,B,0x25B,8,D3C00225CA8CE04B
0.080758,B,0x339,8,0241020000064005
0.080763,B,0x2C7,8,00000000004747FF
0.080768,B,0x118,8,026F320000480000
0.080773,B,0x419,1,00
0.081508,A,0x108,8,270F00020000000D
0.081633,A,0x118,8,026F320000480000
0.081653,B,0x266,8,0000012200008801
0.081659,B,0x552,8,000000000000B007
0.081664,B,0x257,8,72481F0002A00F01
0.081669,B,0x1D8,8,2900000000002022
0.082508,A,0x101,8,06000100014095DF
0.082633,A,0x111,8,350089FF0900976F
0.082654,B,0x3C0,8,0A00000000000000
0.082659,B,0x1E5,8,02AC0400000020B8
0.082664,B,0x2A1,6,0000983A0000
0.082669,B,0x129,8,C5201C200020FF3F
0.083508,A,0x155,8,00000000AA03A0A3
0.083633,A,0x129,8,C5201C200020FF3F
0.083758,A,0x261,8,7B581600004054AB
0.083779,B,0x3C8,8,0300000000000000
0.083784,B,0x261,8,7B581600004054AB
0.083789,B,0x263,8,C87D8506A04F5F1F
0.084508,A,0x3D5,8,0400000000000000
0.084633,A,0x2B9,8,170050A778BA9792
0.086501,A,0x39D,5,1B52012800
0.086626,A,0x370,8,91FF080320152366
0.086738,A,0x240,2,BB79
0.086852,A,0x051,3,27630A
0.086873,B,0x39D,5,1B52012800
0.086878,B,0x228,8,031154408000B406
0.086883,B,0x1F9,8,0000000000000000
0.087505,A,0x420,7,2801404B008007
0.087620,A,0x5CF,3,63BAA7
0.087640,B,0x381,8,04938F88918F8F69
0.087645,B,0x221,8,6105555501024076
0.087650,B,0x420,7,2801404B008007
0.088508,A,0x221,8,6105555501024076
0.088633,A,0x257,8,72481F0002A00F01
0.088654,B,0x103,8,22B34804B23A2132
0.088659,B,0x422,6,720604000000
0.088664,B,0x5CF,3,63BAA7
0.088669,B,0x788,8,0240C90700030000
0.090516,A,0x031,3,0E5302
0.090642,A,0x052,8,91FF080320142365
0.090664,B,0x132,6,9B8CF1FF1C40
0.090669,B,0x320,8,0400000000000000
0.091508,A,0x2E1,8,FB1918BBAF1D0B00
0.091530,B,0x2E1,8,FB1918BBAF1D0B00
0.091535,B,0x118,8,F360320000480000
0.092508,A,0x108,8,1600000200FFFF0D
0.092633,A,0x141,8,3000E1FFF2FF377A
0.092758,A,0x118,8,F360320000480000
0.092779,B,0x2C1,8,A04C7E00008A0207
0.092784,B,0x1D8,8,2900000000004042
0.092789,B,0x266,8,0000012200008801
0.092794,B,0x1E5,8,02AC0400000040D8
0.092800,B,0x129,8,D2211C200020FF3F
0.092805,B,0x677,8,022DC13334000000
0.093508,A,0x129,8,D2211C200020FF3F
0.093624,A,0x249,4,130D0000
0.093750,A,0x677,8,022DC13334000000
0.093770,B,0x249,4,130D0000
0.093775,B,0x7B8,8,8C3B6E006400A053
0.093781,B,0x123,8,00001292D2000080
0.093786,B,0x119,4,00000000
0.094403,B,0x243,8,01FC532552007373
0.095403,B,0x2C2,8,2040004B010000CB
0.095408,B,0x288,8,031154408000C476
0.096496,A,0x051,3,DE640A
0.096622,A,0x370,8,91FF080320152467
0.096642,B,0x31A,8,60FCFF02000050CA
0.096647,B,0x201,8,0046430000643EFE
0.097486,B,0x79F,1,3B
0.098404,B,0x31E,8,0100000000000000
0.098409,B,0x3A2,8,60C672920580CD70
0.098414,B,0x41D,1,00
0.098419,B,0x21D,8,0400350000000000
0.099508,A,0x261,8,A400D857024064A7
0.099529,B,0x25D,8,3641012A04F00000
0.099534,B,0x261,8,A400D857024064A7
0.099540,B,0x545,8,01000000001070CB
0.099545,B,0x132,6,9C8CF0FF1440
0.100508,A,0x3FE,8,144000080000207D
0.100633,A,0x052,8,91FF080320142466
0.100752,A,0x35B,5,BEE9030074
0.100878,A,0x108,8,190100020000000D
0.100901,B,0x20E,2,1303
0.100906,B,0x3A3,8,0CD000005806280C
0.100911,B,0x3AE,8,144000080000207D
0.100916,B,0x2E8,8,021100000E80F07B
0.100922,B,0x118,8,F461320000480000
0.100927,B,0x266,8,0000012200008801
0.101508,A,0x118,8,F461320000480000
0.101633,A,0x131,8,0000FE7F05404539
0.101654,B,0x257,8,73491F0002A00F01
0.101659,B,0x409,1,00
0.101664,B,0x1D8,8,2900000000006062
0.102508,A,0x101,8,050000800240A56E
0.102633,A,0x111,8,3A0083FF0900A77E
0.102654,B,0x1E5,8,02AC0400000060F8
0.102659,B,0x439,8,0000000000382201
0.102664,B,0x129,8,9B221C200020FF3F
0.102669,B,0x798,8,050000000000B061
0.103508,A,0x129,8,9B221C200020FF3F
0.103633,A,0x155,8,00000000AA03B0B3
0.103754,A,0x211,6,9412710D00F1
0.103774,B,0x3A1,8,E44E00CA00686286
0.103779,B,0x263,8,D97D8D0EB84F1F1F
0.104508,A,0x103,8,22B34804B23A2132
0.104622,A,0x219,3,0E79A2
0.104642,B,0x2B3,8,1035007C7C000000
0.104647,B,0x211,6,9412710D00F1
0.104653,B,0x2E2,8,05000099020B0040
0.104658,B,0x3C2,8,2955000000000080
0.105508,A,0x239,8,0000647D7D7DF080
0.105633,A,0x247,8,06001DFC00400800
0.105747,A,0x051,3,92650A
0.105866,A,0x38B,5,FEFEFEFEFE
0.105890,B,0x400,7,00E0FBBEEFFB00
0.105896,B,0x474,5,4C8BFCFF03
0.105901,B,0x393,8,0980630000000000
0.106508,A,0x3C2,8,2955000000000080
0.106620,A,0x240,2,BC7A
0.106745,A,0x370,8,91FF080320152568
0.107508,A,0x2E1,8,0400008048442613
0.107528,B,0x2E1,8,0400008048442613
0.107533,B,0x448,6,000010100000
0.108508,A,0x257,8,73491F0002A00F01
0.110303,A,0x25D,6,0000FE004000
0.110593,A,0x052,8,91FF080220142566
0.111491,A,0x2E8,8,021100000E80F07B
0.111638,A,0x131,8,0800F97F0340554A
0.111841,B,0x2A8,8,029100000E8000CB
0.111847,B,0x132,6,A18CF1FF1840
0.114236,B,0x42A,8,F96BFE9ABFE6AF55
0.114260,B,0x719,8,0003051414070800
0.114265,B,0x1FA,3,000000
0.114271,B,0x2C1,8,212B0D0A02000000
0.114276,B,0x118,8,F562320000480000
0.114282,B,0x1D8,8,2900000000008082
0.114287,B,0x20C,8,8E183616BE80180A
0.114293,B,0x266,8,0000012200008801
0.114299,B,0x1E5,8,02AC040000000098
0.114304,B,0x129,8,8C231C200020FF3F
0.114310,B,0x243,8,0248011106100000
0.114315,B,0x45A,8,A4C5C5C55F353253
0.114735,A,0x108,8,1A0200020000000D
0.117337,A,0x20A,6,380400001414
0.117504,A,0x370,8,91FF080320152669
0.121185,A,0x118,8,F562320000480000
0.121480,A,0x2A8,8,029100000E8010DB
0.122243,A,0x101,8,0500FDFF0440B5FC
0.122370,A,0x3FD,8,0200000000000080
0.122418,B,0x340,8,0300000000000000
0.122554,B,0x261,8,F52421CA9A42707E
0.122559,B,0x234,8,5EE103804300D474
0.122564,B,0x428,6,000000100000
0.122569,B,0x379,8,00000B371B9B0D00
0.122574,B,0x79F,1,3B
0.122579,B,0x4E3,8,0282030000002819
0.122584,B,0x242,3,551586
0.122589,B,0x441,8,1406870032001854
0.122594,B,0x132,6,9D8CF2FF1B40
0.122599,B,0x6A2,5,0000000000
0.122605,B,0x61D,8,030035B432AF0000
0.122610,B,0x118,8,F663320000480000
0.122615,B,0x266,8,0000012200008801
0.122620,B,0x257,8,744A1F0002A00F01
0.122625,B,0x201,8,01043801600381C4
0.123340,B,0x1D8,8,290000000000A0A2
0.123366,B,0x1E5,8,02AC0400000020B8
0.123371,B,0x3FD,8,0200000000000080
0.123386,B,0x129,8,0A241C200020FF3F
0.123391,B,0x2E1,8,658008004AC8336A
0.123397,B,0x381,8,055B8AFF8079C828
0.124571,A,0x145,8,674C002FA4000200
0.124701,A,0x2B9,8,180050A778BAB7B3
0.124828,A,0x129,8,0A241C200020FF3F
0.124857,B,0x343,8,00935CBEB3008000
0.124862,B,0x139,1,00
0.124867,B,0x263,8,0200000000000000
0.124872,B,0x360,8,0500000400000000
0.125403,B,0x78A,8,01000400DB049400
0.125408,B,0x682,8,000000400507A0A9
0.126501,A,0x39D,5,1C53012800
0.126626,A,0x370,8,91FF08032015276A
0.126740,A,0x051,3,0A670A
0.126761,B,0x39D,5,1C53012800
0.126766,B,0x241,7,312C5C0C0B4700
0.127587,A,0x240,2,BD7B
0.128508,A,0x257,8,744A1F0002A00F01
0.128528,B,0x2C4,8,4707AC90810C2307
0.128533,B,0x204,8,010000FF00000010
0.129495,A,0x410,2,4900
0.129515,B,0x264,6,2E000000A000
0.129520,B,0x142,8,2800026000000100
0.129525,B,0x224,8,0408004819011008
0.129530,B,0x22B,8,FFFFFFFFFFFFFFFF
0.130503,A,0x2B5,6,14060E0E1F01
0.130617,A,0x031,3,235702
0.130743,A,0x3C3,8,5555550180004D00
0.130763,B,0x2B4,6,14060E0E1F01
0.130768,B,0x132,6,968CF3FF1C40
0.130775,B,0x372,8,0E00000C067D0000
0.130780,B,0x3C3,8,5555550180004D00
0.130785,B,0x37A,8,C00D000003000000
0.131403,B,0x3A2,8,0100300000D0AA00
0.131408,B,0x261,8,00102500124D8042
0.132508,A,0x131,8,0800008003407572
0.132633,A,0x141,8,3D00BCFFE6FF7796
0.132653,B,0x118,8,F764320000480000
0.132659,B,0x1D8,8,290000000000C0C2
0.132664,B,0x102,8,22B38804964EA109
0.132669,B,0x266,8,0000012200008801
0.132674,B,0x129,8,1D251C200020FF3F
0.133508,A,0x129,8,1D251C200020FF3F
0.133633,A,0x108,8,1A04000200FFFF0D
0.133654,B,0x1E5,8,02AC0400000040D8
0.133659,B,0x2C1,8,0205060000D09201
0.133664,B,0x545,8,02000E00000080DA
0.133669,B,0x677,8,63E4616B514CE02E
0.133675,B,0x243,8,0300000006400300
0.134508,A,0x677,8,63E4616B514CE02E
0.136496,A,0x051,3,A9680A
0.136622,A,0x311,8,0A01000000003100
0.136642,B,0x553,8,000000000000B008
0.137405,B,0x2F1,8,108F030000000000
0.137411,B,0x221,8,6054551554515137
0.137415,B,0x79F,1,3B
0.138508,A,0x391,8,0100000000000000
0.138633,A,0x3D1,8,7E7E4B077D120100
0.138758,A,0x221,8,6054551554515137
0.138779,B,0x359,8,2B00000000000000
0.138784,B,0x122,8,0100020000000000
0.139508,A,0x3FE,8,144000080000308D
0.139528,B,0x2E1,8,1021040012002008
0.139533,B,0x132,6,9F8CF2FF1D40
0.140508,A,0x2E1,8,1021040012002008
0.140624,A,0x488,4,40140CEC
0.140644,B,0x20E,2,1404
0.140649,B,0x3AE,8,144000080000308D
0.140655,B,0x118,8,F865320000480000
0.141513,A,0x118,8,F865320000480000
0.141638,A,0x131,8,1B00028005408599
0.141764,A,0x108,8,1D0500020000000D
0.141969,A,0x101,8,0C00FDFF0440C513
0.141990,B,0x266,8,0000012200008801
0.141995,B,0x257,8,754B1F0002A00F01
0.142000,B,0x108,8,1B0200020001000D
0.142005,B,0x1D8,8,290000000000E0E2
0.142010,B,0x126,5,01B01D1005
0.142015,B,0x1E5,8,02AC0400000060F8
0.142508,A,0x111,8,3B0091FFF7FFC79A
0.142633,A,0x141,8,2500B1FF1C0087BA
0.142653,B,0x128,4,8000DB0A
0.142659,B,0x1D6,8,020804008AC46305
0.142664,B,0x129,8,C7261C200020FF3F
0.143508,A,0x155,8,00000000AA03D0D3
0.143633,A,0x129,8,C7261C200020FF3F
0.143653,B,0x268,5,0101FD00C3
0.143658,B,0x229,3,A50900
0.143663,B,0x279,8,A7320D01A4056202
0.143668,B,0x249,4,AF0E0000
0.143673,B,0x2B6,3,003000
0.144508,A,0x185,8,000000000000D45A
0.144622,A,0x219,3,0F79A3
0.144739,A,0x249,4,AF0E0000
0.144759,B,0x263,8,030000000000004D
0.144764,B,0x383,8,95184F000A30A000
0.144769,B,0x395,8,010F134B0000067B
0.144775,B,0x397,8,000000D81D000008
0.144780,B,0x54F,8,1000000000000000
0.146497,A,0x051,3,E5690A
0.146622,A,0x370,8,91FF08032015296C
0.146643,B,0x2D2,8,582A1B50C409D514
0.146648,B,0x252,8,B824E14B00FC0F00
0.146653,B,0x212,8,5904000081FF7731
0.146658,B,0x201,8,02D00040A601B839
0.146663,B,0x272,8,06000F7908201920
0.146668,B,0x292,8,BE67DFFCF0010000
0.147403,B,0x2F2,2,1201
0.147408,B,0x712,8,022A460E230E020D
0.147413,B,0x261,8,3118F7FF1D4B9A6F
0.148508,A,0x261,8,3118F7FF1D4B9A6F
